Dates,Tweets
2022-11-30,@_my_name_is_red @arma2517 کرمک دارن اینا از بچگی تربیت و برنامه ریزی میشن برای دگر آزاری
2022-11-30,@Vahid یکیتون اینو برا آغا بفرسته حساب کار دستش بیاد
2022-11-30,"@IranIntlbrk واای مرسی چه جوری جبران کنیم حالا
خاک بر سرا"
2022-11-30,@arma2517 دیگه هوش بچه ام به ننه باباش میره
2022-11-30,"@Mojtabapacino لیاقت این تیم در همین حده اتفاقا
خوب شد رفتن اونام با چشم خودشون ببینن حامیاشونو"
2022-11-30,@_my_name_is_red @Morteza_Sorkh1 با من بودین
2022-11-30,"📘 My Name is Red

Murder mystery. Love story. A fusion of art, culture, history, and religion set in 1500s Istanbul. With multiple narrators, and characters that talks directly to the reader. Stories within stories written by Nobel laureate Orhan Pamuk."
2022-11-30,"@Morteza_Sorkh1 انصافا حق مطلبو رسوندی
کار هر خری نیست!!"
2022-11-30,@Reeeeezoo @gh0lch0magh گفت شما حسودای پلاستیکی هستین هرکیم خوشحالی کرده از حسودیش بوده پس ما هم میکشمیش
2022-11-30,"@gh0lch0magh نوشته فوت
فوت یا قتل حکومتی اخه حرومزاده
چقدر یه ادم باید حقیر باشه
خاک بر سر این تیم ملا"
2022-11-30,"@yalda_alaei اسمهای خیلی زیادی هست که باید بگیم و غافل نشیم ازشون
و مهمتر از همه مصمم تر از همیشه بجنگیم 
#مجیدرضا_رهنورد 
#اکبر_غفاری"
2022-11-30,"@gh0lch0magh انقدر جنایت کردن که من نمیدونم کدومو بنویسم
همزمان همشون توی سرم میچرخن
اما مینویسم برای #مهران_سماک
آرزو دارم قاتلشو ببینم که تیکه تیکه میشه"
2022-11-30,@Destroyerofopp3 @_my_name_is_red @AtenaDaemi #مهسا_امینی #توماج_صالحی #اعتصابات_سراسری
2022-11-30,@Destroyerofopp3 @_my_name_is_red @AtenaDaemi واقعا متاسفم بابت همه ی ظلم هایی که به بلوچ های عزیز در ۴۳ سال روا شده. با کمک و همدلی و رسوندن صدای این عزیزان نشون میدیم که ماها همه از یک خانواده هستیم و سکوت نخواهیم کرد. گذشت اون روزهایی که هر ظلمی میشد از کنارش رد میشدیم چون متعقد بودیم ما خودمون کم بدبختی نداریم
2022-11-30,"Tell me then, does love make one a fool or do only fools fall in love?

📖 Orhan Pamuk, My Name is Red"
2022-11-30,"@zedeey و جایی که هر صبح هموطن منو دارن اعدام میکنن
در سکوت و بدون هیچ جرمی
#نه_به_کشتن_بلوچ"
2022-11-30,"@_my_name_is_red @Sharlot_bronthe @Bidarzani قربونت برررممممم♥️
این کشور حتما آزاد میشه هیچوقت ظلم پایدار نبوده"
2022-11-30,"There were 3 books that I considered for this prompt. I couldn't decide which one I should read based on their synopsis.

I opened Orhan Pamuk's ""My Name is Red"" first:

📖 Chapter 1:  I am a Corpse
""I am nothing but a corpse now, a body at the bottom of a well.""

That got me."
2022-11-30,"8/10 The StoryGraph Reads the World 2022

☑ Turkey
📘 My Name is Red by Orhan Pamuk
▪ Translator: Erdağ M. Göknar
▪ Setting: 16th century Istanbul

""Painting is the silence of thought and the music of sight."" https://t.co/DhVCStfJkJ"
2022-11-30,"@DivaniMeri @Sharlot_bronthe @Bidarzani پس تو خیلی مراقب باش امنیتت از هرچیزی مهمتره دخترکم
ارزو میکنم به زودی کشورمون ازاد بشه و توام به حقت برسی"
2022-11-30,"@dashte_havij همه جا عزاست
#مهران_سماک"
2022-11-30,"I'm a dog, and because you humans are less rational beasts than I, you're telling yourselves, ""Dogs don't talk."" Dogs do speak, but only to those who know how to listen.

📖 Orhan Pamuk, My Name is Red"
2022-11-30,"@khaharmiane دیوار نویسی با هشتگ #توماج_صالحی و شعرهای
و کف خیابون همونطور که خودش همیشه میگه"
2022-11-30,"My name is  Red.

Salih Seviner https://t.co/tQ9TCuyE0S"
2022-11-30,"@_my_name_is_red @MyMazinLife این کتاب تو لیست کتاب‌هایی هست که قصد دارم بخونم
ولی مثل این که باید بذارمش اولِ صف و هرچی زودتر شروع کنم
#MahsaAmini
#Free_Jadi"
2022-11-29,Hello. My name is Red Hood. You misplaced my sleep. Prepare to be scared
2022-11-29,"@amrmugl Unbroken is a really interesting ww2 novel. My name is Red (Turkish historical novel) is a book with really interesting concept but I haven’t read it yet, its next on my list. Memoirs of Geisha is a Japanese historical novel I really enjoyed."
2022-11-29,"@im_s4ny بنظرم اکانتایی که راجع به اخبارهای بلوچ ها هست و معتبر هستن رو هم معرفی کنیم
#نه_به_بلوچ_کشی"
2022-11-29,@_my_name_is_red @janana653 دقیقا من هم همینطور! #مجید_توکلی #آرش_صادقی #مهسا_امینی #اعتراضات_سراسری #اعتصابات_سراسری
2022-11-29,@goodreads This is so much more delightful than I had anticipated after My Name Is Red. https://t.co/gVy5RRLFdE
2022-11-29,"@sk_odi @_my_name_is_red @AtenaDaemi رفیق ما ۴۳ ساله همینجوری زره زره و بیصدا نابود شدیم فایلی هم ک منتشر شد دیدین ک گفتن اول عنقلاب خان ها و بزرگای بلوچ و کشتیم و مولوی و گذاشتیم الان همون برامون شر شده.
بی هیچ دلیل و جرمی عزیزامون رو ازمون گرفتن فقط برا بقای خودشون ک در چنین شرایطی راحتر بتونن سر کوب کنن"
2022-11-29,@_my_name_is_red @AtenaDaemi پس الان بیشتر از هر زمانی لازمه ب کمک هم برسیم اعتراظات باید سراسری باشه تا نیرو کمکی ب جا دیگه نرسه تحریمها همگانی باشه با افراد دولتی معامله جا خود حتی معاشرت نکنیم مث شهروند درجه ۳ باهاشون رفتار کنیم از هیچی نترسیم نهایتش کشته میشیم درحالی ک الانم زنده نیستیم و فقط نفسه ک میکش
2022-11-29,@_my_name_is_red @AtenaDaemi پشت هم با اتحاد بیشترین ظلم و ستم در ایران به بلوچستان و کردستان و خوزستان اعراب ایران زمین شده مردمان ما بیشتر از همه جای دیگه در دنیا رنج و درد کشیدن الان وقت اتحاده مهسا کیان خدانور نیکا و مهرشاد و.... همه من و توییم خانواده مون بودن ک سفاک ازمون گرفتشون
2022-11-29,"@Shahinlooo برای بلوچ ها که سالهاست در سکوت و بی خبری دارن کشته میشن
@farzinkadkhodae 
باید صدای بلوچ ها باشیم"
2022-11-29,"@gh0lch0magh #دانیال_آیتی
#معین_مکیان
دو دانشجوی صنعتی شریف امروز صبح توسط لباس شخصی ها ربوده شدند لطفا صداشون باشین تا اتفاق بدی براشون نیفته https://t.co/OawoFlntQn"
2022-11-29,"@Mojtabapacino خبر ربودن دو دانشجوی صنعتی شریف رو لطفا جدی بگیرین
بابد صداشون باشیم که براشون اتفاق بدی نیفته
#دانیال_آیتی #معین_مکیان"
2022-11-29,@MAminAlam تا الان هیچ خبری از وضعیتشون هست؟ که کجان؟؟
2022-11-29,"@Iran85004822 @farzinkadkhodae وای دقیقااا منم میخواستم همینو بنویسم ولی ننوشتم 
اصلا از استرسش نمیخوام بیام توییتر
واقعا باید شروع کنیم یه کاری کنیم که همه پیجو فالو کنن و ترند بشن بلوچ ها حداقل"
2022-11-29,"@alirezatarin @HsC_94 تولدش مبارکتون
بمونین برای هم و خیلی مراقب خودتون باشین"
2022-11-29,@_my_name_is_red @esfehooni @HosinSadeghi4 #آرش_صادقی
2022-11-29,@janana653 @_my_name_is_red مثل خانواده آقا حسین رونقی تو اینستا بیاین اونجا پست بزارین تا ما کامنت رو ببریم بالا خیلی ها توییتر ندارن
2022-11-29,@janana653 @_my_name_is_red ما هر روز زیر همه ی پیج ها کمک می‌خوایم ما اگر یک تار مو از سر مجید خان کم بشه دنیا رو براشون جهنم میکنیم نگران نباشید . این بی شرف ها خوب میدونن مجیدخان چشم و چراغ یک ایران
2022-11-29,"@_my_name_is_red @MyMazinLife البته قلعه حیوانات هم داره دقیقا اجرا میشه
روحت شاد جورج عزیز"
2022-11-29,@Sayehmam @_my_name_is_red @MyMazinLife دقیقا
2022-11-29,@janana653 @_my_name_is_red دقیقا
2022-11-29,@janana653 @_my_name_is_red من موقع پیاده روی اسم #مجید_توکلی رو کف دستانم می نویسم و به تک تک عابرین نشون میدم.
2022-11-29,@_my_name_is_red اسم زندانیان سیاسی رو باید فریاد زد تا روز آزادیشون
2022-11-29,"@janana653 برای ما اصلا عادی نیست
هرشب با عذاب میخوابیم هرصبح با عذاب بزرگتری بیدار میشیم
بنظرتون چکار کنیم که بتونه مفید باشه و کمک کنه به آزادیشون؟
#مجید_توکلی"
2022-11-29,@khiyar_shoor دو محمد دوبار مختاری🖤
2022-11-29,"@Sunhunterm هربار یه چیزی از #محمد_مختاری میبینم از اول دنیا رو سرم آوار میشه
نمیتونم باور کنم این همه زندگی زیر خاک باشه"
2022-11-29,@RealShivan my name is red so I'm a stain
2022-11-28,@Lademarmi my name is red btw :33333333
2022-11-28,"My Name Is Red (English Edition) SLOVS2P

https://t.co/FeHH4xeLL7 https://t.co/FxcUFgrbMZ"
2022-11-28,@_my_name_is_red @MyMazinLife اخر کتاب چی میشه میشه بگی
2022-11-28,@_my_name_is_red @MyMazinLife ۱۹۸۴ و قلعه حیوانات رو که میخونی خط ب خطش با ج.ا قابل تطبیقه
2022-11-28,"@_my_name_is_red @MyMazinLife فقط کاش زودتر راحت بشیم از شرّشون، صبرمون لبریز شده 
#آرش_صادقی 
#گلرخ_ایرایی
#الهه_محمدی
 #نيلوفر_حامدى 
#احسان_پیربرناش 
#مریم_وحیدیان"
2022-11-28,@Bahar_m_n @_my_name_is_red @esfehooni @HosinSadeghi4 #ارش_صادقی_را_ازاد_کنید
2022-11-28,@_my_name_is_red @esfehooni @HosinSadeghi4 #آرش_صادقی_را_ازاد_کنید
2022-11-28,@_my_name_is_red @AtenaDaemi در مورد این موضوع نشر عکس ها و هشتگ ها میتونه باعث بشه که این روند کند و ازش جلوگیری بشه. چون تا الان کسی از این موارد خبر نداشت هر کاری خواستن انجام دادن اما از الان که در موردش صحبت بشه نمیتونن کاری بکنن
2022-11-28,"@khastetarinesh موافقم باید خیلی جدی و مستمر برای بلوچ ها بجنگیم
سالهاست در سکوت و بیخبری دارن اعدام و کشته میشن و هیچ اتفاقی هم نمیفته در دنیای واقعی"
2022-11-28,"@AtenaDaemi چیکار کنیم واقعا؟ باید یه کاری کرد
نمیشه صبح به صبح چندنفرو همینجوری اعدام کنن که
من نه تخصص دارم نه اطلاعات ولی واقعا دیگه نمیتونم تحمل کنم این فاجعه رو"
2022-11-28,"@jesawyer @donotwander Really excited to finally play this over the winter break. Also makes me want to reread My Name is Red by Orhan Pamuk, which is also in Eco's web of medieval manuscript murder mystery metafiction, except about 16th century Ottoman miniaturists. Have you read it, Josh?"
2022-11-28,"@louis89654211 @Sayehmam @_my_name_is_red @MyMazinLife اون داستان رو جورج اورول بیشتر برای کشورهای کمونیستی نوشته اگه کسی با عقاید و فلسفه کنفوسیوس آشنایی داشته باشه متوجه میشه ج.ا کاملا فلسفه و مدیریت کنفوسیوسی اسلامی داره حالا چطور این ترکیب رو تونستن بزنن خودش جای فکر داره
#مهسا_امینی #اعتراضات_سراسری #اعتصابات_سراسری"
2022-11-28,@Sayehmam @_my_name_is_red @MyMazinLife منممممم
2022-11-28,@_my_name_is_red @MyMazinLife منم فک کردم دارن درباره ی ۱۹۸۴ حرف میزنن، پشمام ریخت فهمیدم واقعیه  ://///
